group,reason,side,count,pnl,first_ts,last_ts
bt,SL,SELL,12,-12.93,2026-05-28 16:15:00,2026-06-08 07:15:00
bt,SL,BUY,7,-9.37,2026-06-01 10:15:00,2026-06-04 03:30:00
bt,SL_GUARD_GROUP,BUY,1,-2.58,2026-06-01 10:00:00,2026-06-01 10:00:00
bt,TP,BUY,1,26.6,2026-06-04 21:45:00,2026-06-04 21:45:00
bt,TP,SELL,1,17.65,2026-06-02 07:30:00,2026-06-02 07:30:00
bt_gap,NO_SAME_SIDE_CANDIDATE,SELL,22,19.37,2026-05-28 16:15:00,2026-06-08 07:15:00
